UC;Nome;Aprovados;Reprovados;NaoAvaliados;Abandonos;Inscritos;Curso;Semestre;Ano
425242;Prospeção de Dados;14;1;0;0;15;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2020
425242;Prospeção de Dados;18;0;3;0;21;Mestrado Bolonha em Ciência de Dados;2;2020
425242;Prospeção de Dados;12;1;3;0;16;Mestrado Bolonha em Engenharia Informática;2;2020
425242;Prospeção de Dados;8;0;3;0;11;Mestrado Bolonha em Informática;2;2020
425242;Prospeção de Dados;0;0;2;0;2;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;2;2020
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;1;0;0;0;1;Curso Livre em Regime Livre;2;2020
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;12;0;0;0;12;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2020
425240;Computação em Nuvem;2;0;1;0;3;Curso de Especialização em Data Science;2;2020
425240;Computação em Nuvem;0;0;2;0;2;Curso Livre em Regime Livre;2;2020
425240;Computação em Nuvem;5;3;1;0;9;Mestrado Bolonha em Ciência de Dados;2;2020
425240;Computação em Nuvem;35;1;13;0;49;Mestrado Bolonha em Engenharia Informática;2;2020
425240;Computação em Nuvem;5;3;4;0;12;Mestrado Bolonha em Informática;2;2020
425240;Computação em Nuvem;4;0;3;0;7;Mestrado Bolonha em Segurança Informática;2;2020
425237;Sistemas Ciberfísicos;2;0;0;0;2;Curso Livre em Erasmus;2;2020
425237;Sistemas Ciberfísicos;5;0;1;0;6;Mestrado Bolonha em Engenharia Informática;2;2020
425237;Sistemas Ciberfísicos;3;0;0;0;3;Mestrado Bolonha em Informática;2;2020
425237;Sistemas Ciberfísicos;2;0;1;0;3;Mestrado Bolonha em Segurança Informática;2;2020
425236;Internet das Coisas;1;0;0;0;1;Curso de Especialização em Data Science;2;2020
425236;Internet das Coisas;21;0;2;0;23;Mestrado Bolonha em Engenharia Informática;2;2020
425236;Internet das Coisas;19;0;2;0;21;Mestrado Bolonha em Informática;2;2020
425236;Internet das Coisas;5;0;0;0;5;Mestrado Bolonha em Segurança Informática;2;2020
425236;Internet das Coisas;0;0;2;0;2;Mestrado Integrado em Engenharia Física;2;2020
425234;Procedimentos de Segurança e Manuseamento de Informação Classificada;1;0;0;0;1;Curso Livre em Regime Livre;2;2020
425234;Procedimentos de Segurança e Manuseamento de Informação Classificada;4;0;0;0;4;Mestrado Bolonha em Segurança Informática;2;2020
425231;Direito da Cibersegurança;1;0;0;0;1;Curso Livre em Regime Livre;2;2020
425231;Direito da Cibersegurança;9;0;1;0;10;Mestrado Bolonha em Segurança Informática;2;2020
425210;Sistemas Interativos em Ciências;4;0;0;0;4;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2020
425208;Robôs Móveis;1;0;0;0;1;Curso Livre em Erasmus;2;2020
425208;Robôs Móveis;14;0;0;2;16;Mestrado Bolonha em Engenharia Informática;2;2020
425208;Robôs Móveis;4;0;0;0;4;Mestrado Bolonha em Informática;2;2020
425208;Robôs Móveis;1;0;0;0;1;Mestrado Integrado em Engenharia Biomédica e Biofísica;2;2020
425208;Robôs Móveis;1;0;0;0;1;Mestrado Integrado em Engenharia Física;2;2020
425205;Inteligência Artificial em Jogos;0;0;1;0;1;Licenciatura Bolonha em Engenharia Informática;2;2020
425205;Inteligência Artificial em Jogos;23;0;6;0;29;Mestrado Bolonha em Engenharia Informática;2;2020
425205;Inteligência Artificial em Jogos;4;0;4;0;8;Mestrado Bolonha em Informática;2;2020
425202;Complementos de Programação;10;0;3;1;14;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2020
425202;Complementos de Programação;1;0;0;0;1;Mestrado Bolonha em Ciências Geofísicas;2;2020
425202;Complementos de Programação;1;0;0;1;2;Mestrado Bolonha em Engenharia Geoespacial;2;2020
425202;Complementos de Programação;1;0;0;0;1;Mestrado Bolonha em Física;2;2020
425202;Complementos de Programação;10;0;1;0;11;Mestrado Bolonha em Informática;2;2020
425202;Complementos de Programação;0;0;1;0;1;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;2;2020
425194;Bioinformática;0;0;1;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;2;2020
425194;Bioinformática;4;0;0;0;4;Curso Livre em Erasmus;2;2020
425194;Bioinformática;1;0;0;0;1;Curso Livre em Regime Livre;2;2020
425194;Bioinformática;5;0;3;0;8;Mestrado Bolonha em Bioestatística;2;2020
425194;Bioinformática;19;0;2;0;21;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2020
425194;Bioinformática;8;0;1;0;9;Mestrado Bolonha em Bioquímica;2;2020
425194;Bioinformática;2;0;0;0;2;Mestrado Bolonha em Ciência de Dados;2;2020
425194;Bioinformática;2;0;0;0;2;Mestrado Bolonha em Engenharia Informática;2;2020
425194;Bioinformática;2;0;0;0;2;Mestrado Bolonha em Informática;2;2020
425194;Bioinformática;2;0;1;0;3;Mestrado Integrado em Engenharia Biomédica e Biofísica;2;2020
425184;Tolerância a Intrusões;1;0;0;0;1;Curso Livre em Regime Livre;2;2020
425184;Tolerância a Intrusões;13;0;1;0;14;Mestrado Bolonha em Segurança Informática;2;2020
425175;Segurança Aplicada;0;1;0;0;1;Curso Livre em Regime Livre;2;2020
425175;Segurança Aplicada;11;1;3;0;15;Mestrado Bolonha em Segurança Informática;2;2020
425159;Verificação e Validação de Software;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2020
425159;Verificação e Validação de Software;25;0;3;1;29;Mestrado Bolonha em Engenharia Informática;2;2020
425159;Verificação e Validação de Software;12;0;1;1;14;Mestrado Bolonha em Informática;2;2020
425154;Tecnologias de Segurança;0;0;1;0;1;Curso Livre em Regime Livre;2;2020
425154;Tecnologias de Segurança;15;2;5;0;22;Mestrado Bolonha em Engenharia Informática;2;2020
425154;Tecnologias de Segurança;0;3;3;0;6;Mestrado Bolonha em Informática;2;2020
425151;Técnicas de Interação Avançadas;10;0;0;0;10;Mestrado Bolonha em Engenharia Informática;2;2020
425151;Técnicas de Interação Avançadas;0;0;2;0;2;Mestrado Bolonha em Informática;2;2020
425151;Técnicas de Interação Avançadas;12;0;1;0;13;Mestrado Integrado em Engenharia Biomédica e Biofísica;2;2020
425150;Técnicas de Compilação;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2020
425150;Técnicas de Compilação;12;6;1;0;19;Mestrado Bolonha em Engenharia Informática;2;2020
425150;Técnicas de Compilação;3;1;0;0;4;Mestrado Bolonha em Informática;2;2020
425128;Multimédia;0;1;0;0;1;Curso Livre em Regime Livre;2;2020
425128;Multimédia;3;0;0;0;3;Licenciatura Bolonha em Engenharia Informática;2;2020
425128;Multimédia;16;1;0;0;17;Mestrado Bolonha em Engenharia Informática;2;2020
425128;Multimédia;10;2;1;0;13;Mestrado Bolonha em Informática;2;2020
425124;Integração e Processamento Analítico de Informação;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;2;2020
425124;Integração e Processamento Analítico de Informação;9;0;0;0;9;Mestrado Bolonha em Engenharia Informática;2;2020
425118;Deteção e Tolerância a Intrusões;0;0;1;0;1;Curso Livre em Regime Livre;2;2020
425118;Deteção e Tolerância a Intrusões;2;1;1;0;4;Mestrado Bolonha em Ciência de Dados;2;2020
425118;Deteção e Tolerância a Intrusões;13;1;0;0;14;Mestrado Bolonha em Engenharia Informática;2;2020
425118;Deteção e Tolerância a Intrusões;1;0;1;0;2;Mestrado Bolonha em Informática;2;2020
425116;Desenho e Análise de Algoritmos;1;0;0;0;1;Curso de Especialização em Data Science;2;2020
425116;Desenho e Análise de Algoritmos;0;0;1;0;1;Curso Livre em Regime Livre;2;2020
425116;Desenho e Análise de Algoritmos;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2020
425116;Desenho e Análise de Algoritmos;2;0;1;0;3;Mestrado Bolonha em Ciência de Dados;2;2020
425116;Desenho e Análise de Algoritmos;0;0;1;0;1;Mestrado Bolonha em Engenharia Geoespacial;2;2020
425116;Desenho e Análise de Algoritmos;7;0;2;0;9;Mestrado Bolonha em Engenharia Informática;2;2020
425116;Desenho e Análise de Algoritmos;1;0;0;0;1;Mestrado Bolonha em Física;2;2020
425116;Desenho e Análise de Algoritmos;3;0;2;0;5;Mestrado Bolonha em Informática;2;2020
425116;Desenho e Análise de Algoritmos;1;0;0;0;1;Mestrado Bolonha em Matemática;2;2020
425115;Configuração e Gestão de Sistemas;1;0;0;0;1;Curso Livre em Regime Livre;2;2020
425115;Configuração e Gestão de Sistemas;9;0;1;0;10;Mestrado Bolonha em Engenharia Informática;2;2020
425115;Configuração e Gestão de Sistemas;1;1;1;0;3;Mestrado Bolonha em Informática;2;2020
425115;Configuração e Gestão de Sistemas;9;1;0;0;10;Mestrado Bolonha em Segurança Informática;2;2020
425110;Aplicações na Web;1;0;0;0;1;Curso de Especialização em Data Science;2;2020
425110;Aplicações na Web;1;0;0;0;1;Curso Livre em Erasmus;2;2020
425110;Aplicações na Web;1;0;0;0;1;Curso Livre em Regime Livre;2;2020
425110;Aplicações na Web;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2020
425110;Aplicações na Web;5;0;3;0;8;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2020
425110;Aplicações na Web;5;0;0;0;5;Mestrado Bolonha em Ciência de Dados;2;2020
425110;Aplicações na Web;19;0;2;0;21;Mestrado Bolonha em Engenharia Informática;2;2020
425110;Aplicações na Web;17;0;1;0;18;Mestrado Bolonha em Informática;2;2020
425109;Animação e Ambientes Virtuais;2;0;0;0;2;Curso Livre em Regime Livre;2;2020
425109;Animação e Ambientes Virtuais;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;2;2020
425109;Animação e Ambientes Virtuais;22;0;2;0;24;Mestrado Bolonha em Engenharia Informática;2;2020
425109;Animação e Ambientes Virtuais;12;0;2;0;14;Mestrado Bolonha em Informática;2;2020
425278;Estudo Orientado em Engenharia Informática;75;0;3;0;78;Mestrado Bolonha em Engenharia Informática;1;2021
425276;Bases de Dados Avançadas;0;0;1;0;1;Curso Livre em Erasmus;1;2021
425276;Bases de Dados Avançadas;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2021
425276;Bases de Dados Avançadas;25;0;4;0;29;Mestrado Bolonha em Engenharia Informática;1;2021
425276;Bases de Dados Avançadas;11;0;0;0;11;Mestrado Bolonha em Informática;1;2021
425276;Bases de Dados Avançadas;1;0;0;0;1;Mestrado Bolonha em Segurança Informática;1;2021
425274;Estudo Orientado em Segurança Informática;10;0;2;0;12;Mestrado Bolonha em Segurança Informática;1;2021
425272;Estudo Orientado em Informática;17;0;3;0;20;Mestrado Bolonha em Informática;1;2021
425266;Desenho e Desenvolvimento de Jogos;1;0;0;0;1;Curso Livre em Erasmus;1;2021
425266;Desenho e Desenvolvimento de Jogos;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;1;2021
425266;Desenho e Desenvolvimento de Jogos;2;0;0;0;2;Licenciatura Bolonha em Tecnologias de Informação;1;2021
425266;Desenho e Desenvolvimento de Jogos;37;0;2;0;39;Mestrado Bolonha em Engenharia Informática;1;2021
425266;Desenho e Desenvolvimento de Jogos;8;0;0;0;8;Mestrado Bolonha em Informática;1;2021
425263;Programação Paralela e Concorrente;0;0;4;0;4;Curso de Especialização em Data Science;1;2021
425263;Programação Paralela e Concorrente;16;3;3;0;22;Mestrado Bolonha em Engenharia Informática;1;2021
425263;Programação Paralela e Concorrente;1;0;0;0;1;Mestrado Bolonha em Física;1;2021
425263;Programação Paralela e Concorrente;10;0;2;0;12;Mestrado Bolonha em Informática;1;2021
425262;Fundamentos de Linguagens de Programação;2;3;2;0;7;Mestrado Bolonha em Engenharia Informática;1;2021
425262;Fundamentos de Linguagens de Programação;1;0;2;0;3;Mestrado Bolonha em Informática;1;2021
425259;Seminário de Investigação I;9;1;2;0;12;Mestrado Bolonha em Ciência Cognitiva;1;2021
425258;Tópicos Avançados de Ciência Cognitiva;8;0;8;0;16;Mestrado Bolonha em Ciência Cognitiva;1;2021
425257;Modelos de Computação;9;0;8;0;17;Mestrado Bolonha em Ciência Cognitiva;1;2021
425254;Inteligência Artificial;3;0;0;0;3;Curso Livre em Erasmus;1;2021
425254;Inteligência Artificial;1;0;0;0;1;Curso Livre em Regime Livre;1;2021
425254;Inteligência Artificial;11;0;4;0;15;Mestrado Bolonha em Ciência Cognitiva;1;2021
425250;Introdução à Investigação em Ciência de Dados;13;0;2;0;15;Mestrado Bolonha em Ciência de Dados;1;2021
425248;Seminário em Ciência de Dados;4;0;3;0;7;Curso de Especialização em Data Science;1;2021
425248;Seminário em Ciência de Dados;3;0;0;0;3;Curso Livre em Erasmus;1;2021
425248;Seminário em Ciência de Dados;0;0;1;0;1;Licenciatura Bolonha em Engenharia Informática;1;2021
425248;Seminário em Ciência de Dados;18;0;3;0;21;Mestrado Bolonha em Ciência de Dados;1;2021
425247;Fundamentos de Ciência de Dados;4;0;3;0;7;Curso de Especialização em Data Science;1;2021
425247;Fundamentos de Ciência de Dados;2;0;0;0;2;Curso Livre em Erasmus;1;2021
425247;Fundamentos de Ciência de Dados;0;0;1;0;1;Licenciatura Bolonha em Engenharia Informática;1;2021
425247;Fundamentos de Ciência de Dados;17;0;3;0;20;Mestrado Bolonha em Ciência de Dados;1;2021
425244;Fundamentos da Web Semântica;0;0;1;0;1;Curso de Especialização em Data Science;1;2021
425244;Fundamentos da Web Semântica;1;0;0;0;1;Doutoramento Bolonha em Informática;1;2021
425244;Fundamentos da Web Semântica;0;1;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;1;2021
425244;Fundamentos da Web Semântica;0;0;1;0;1;Mestrado Bolonha em Ciência de Dados;1;2021
425244;Fundamentos da Web Semântica;4;1;1;0;6;Mestrado Bolonha em Engenharia Informática;1;2021
425244;Fundamentos da Web Semântica;3;1;1;0;5;Mestrado Bolonha em Informática;1;2021
425243;Visualização de Dados;2;0;0;0;2;Curso de Especialização em Data Science;1;2021
425243;Visualização de Dados;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;1;2021
425243;Visualização de Dados;1;0;0;0;1;Curso Livre em Erasmus;1;2021
425243;Visualização de Dados;1;0;0;0;1;Curso Livre em Regime Livre;1;2021
425243;Visualização de Dados;0;0;1;0;1;Licenciatura Bolonha em Biologia;1;2021
425243;Visualização de Dados;3;0;1;0;4;Licenciatura Bolonha em Engenharia Informática;1;2021
425243;Visualização de Dados;8;0;0;0;8;Mestrado Bolonha em Bioestatística;1;2021
425243;Visualização de Dados;3;0;0;0;3;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2021
425243;Visualização de Dados;10;0;1;0;11;Mestrado Bolonha em Ciência de Dados;1;2021
425243;Visualização de Dados;1;0;0;0;1;Mestrado Bolonha em Engenharia Biomédica e Biofísica;1;2021
425243;Visualização de Dados;3;0;0;0;3;Mestrado Bolonha em Engenharia Geoespacial;1;2021
425243;Visualização de Dados;28;0;8;0;36;Mestrado Bolonha em Engenharia Informática;1;2021
425243;Visualização de Dados;5;0;1;0;6;Mestrado Bolonha em Informática;1;2021
425243;Visualização de Dados;1;0;0;0;1;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2021
425239;Experiência de Utilização;2;0;0;0;2;Curso Livre em Erasmus;1;2021
425239;Experiência de Utilização;1;0;0;0;1;Curso Livre em Regime Livre;1;2021
425239;Experiência de Utilização;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2021
425239;Experiência de Utilização;23;0;3;1;27;Mestrado Bolonha em Engenharia Informática;1;2021
425239;Experiência de Utilização;10;0;0;0;10;Mestrado Bolonha em Informática;1;2021
425239;Experiência de Utilização;3;0;0;0;3;Mestrado Bolonha em Segurança Informática;1;2021
425232;Cibercrime e Análise Forense;1;0;1;0;2;Licenciatura Bolonha em Engenharia Informática;1;2021
425232;Cibercrime e Análise Forense;14;0;1;0;15;Mestrado Bolonha em Segurança Informática;1;2021
425230;Análise e Gestão de Risco em Segurança Informática;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2021
425230;Análise e Gestão de Risco em Segurança Informática;5;0;1;0;6;Mestrado Bolonha em Engenharia Informática;1;2021
425230;Análise e Gestão de Risco em Segurança Informática;5;1;0;0;6;Mestrado Bolonha em Informática;1;2021
425230;Análise e Gestão de Risco em Segurança Informática;11;1;0;0;12;Mestrado Bolonha em Segurança Informática;1;2021
425221;Programação Por Objetos;1;0;0;1;2;Curso Livre em Erasmus;1;2021
425221;Programação Por Objetos;0;0;1;0;1;Licenciatura Bolonha em Biologia;1;2021
425221;Programação Por Objetos;3;1;0;0;4;Licenciatura Bolonha em Engenharia Física;1;2021
425221;Programação Por Objetos;1;0;0;0;1;Licenciatura Bolonha em Matemática Aplicada;1;2021
425221;Programação Por Objetos;2;0;0;0;2;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2021
425221;Programação Por Objetos;2;0;0;0;2;Mestrado Bolonha em Engenharia Biomédica e Biofísica;1;2021
425221;Programação Por Objetos;8;0;0;0;8;Mestrado Bolonha em Engenharia Física;1;2021
425221;Programação Por Objetos;5;3;1;1;10;Mestrado Bolonha em Informática;1;2021
425216;Aprendizagem Automática;2;2;3;0;7;Curso de Especialização em Data Science;1;2021
425216;Aprendizagem Automática;5;0;1;0;6;Curso Livre em Erasmus;1;2021
425216;Aprendizagem Automática;0;0;1;0;1;Curso Livre em Regime Livre;1;2021
425216;Aprendizagem Automática;7;3;4;0;14;Licenciatura Bolonha em Engenharia Biomédica e Biofísica;1;2021
425216;Aprendizagem Automática;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2021
425216;Aprendizagem Automática;4;1;5;0;10;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2021
425216;Aprendizagem Automática;22;1;3;0;26;Mestrado Bolonha em Ciência de Dados;1;2021
425216;Aprendizagem Automática;39;4;2;0;45;Mestrado Bolonha em Engenharia Biomédica e Biofísica;1;2021
425216;Aprendizagem Automática;5;0;0;0;5;Mestrado Bolonha em Engenharia Física;1;2021
425216;Aprendizagem Automática;26;4;5;0;35;Mestrado Bolonha em Engenharia Informática;1;2021
425216;Aprendizagem Automática;0;0;1;0;1;Mestrado Bolonha em Estatística e Investigação Operacional;1;2021
425216;Aprendizagem Automática;5;0;3;0;8;Mestrado Bolonha em Informática;1;2021
425216;Aprendizagem Automática;2;1;2;0;5;Mestrado Bolonha em Segurança Informática;1;2021
425203;Fundamentos de Programação;5;0;0;0;5;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;1;2021
425203;Fundamentos de Programação;0;1;0;0;1;Licenciatura Bolonha em Bioquímica;1;2021
425203;Fundamentos de Programação;5;0;2;1;8;Mestrado Bolonha em Bioestatística;1;2021
425203;Fundamentos de Programação;11;4;1;0;16;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2021
